id,claim,citation,question,claim_answer,paper_answer,answer_note
1,NEUROD1 acts as a transcription factor that activates neuronal gene expression.,[1];[2];[3],Does NEUROD1 act as a transcription factor that activates neuronal gene expression?,Yes,Yes,
2,NEUROD1 promotes conversion of non-neuronal somatic cells into neurons.,[1];[3];[4];[5],Does NEUROD1 promote conversion of non-neuronal somatic cells into neurons?,Yes,Yes,
3,NEUROD1 is required for neuronal development and survival.,[2];[5],Is NEUROD1 required for neuronal development and survival?,Yes,Yes,
4,"In somatic-to-neuron conversion, upstream proteins activate NEUROD1.",[1],Do upstream proteins activate NEUROD1 during somatic-to-neuron conversion?,Yes,Idk,Passage does not state that upstream proteins activate NEUROD1.
5,NEUROD1 functions as a transcription factor that directly binds promoters and enhancers of neuronal genes.,[2],Does NEUROD1 directly bind promoters and enhancers of neuronal genes as a transcription factor?,Yes,Yes,
6,NEUROD1 overrides pluripotency to promote neurogenesis.,[2],Does NEUROD1 override pluripotency to promote neurogenesis?,Yes,Yes,
7,"In mice, NEUROD1 is required for normal neurogenesis in sensory ganglia.",[2],"In mice, is NEUROD1 required for normal neurogenesis in sensory ganglia?",Yes,Yes,
8,"In mice, NEUROD1 is required for survival of developing neurons.",[2],"In mice, is NEUROD1 required for survival of developing neurons?",Yes,Yes,
9,"In injured mouse cortex post-stroke, AAV NeuroD1 induces astrocyte-to-neuron conversion.",[4],Does AAV NeuroD1 induce astrocyte-to-neuron conversion in injured mouse cortex after stroke?,Yes,Yes,
10,The neurons converted by AAV NeuroD1 in injured mouse cortex post-stroke are NeuN-positive.,[4],Are neurons converted by AAV NeuroD1 in injured mouse cortex post-stroke NeuN-positive?,Yes,Yes,
11,The neurons converted by AAV NeuroD1 in injured mouse cortex post-stroke express pyramidal markers.,[4],Do neurons converted by AAV NeuroD1 in injured mouse cortex post-stroke express pyramidal markers?,Yes,Yes,
12,The neurons converted by AAV NeuroD1 in injured mouse cortex post-stroke increase peri-injury neuronal density.,[4],Do neurons converted by AAV NeuroD1 in injured mouse cortex post-stroke increase peri-injury neuronal density?,Yes,Yes,
13,"At 60 dpi, the neurons converted by AAV NeuroD1 in injured mouse cortex post-stroke fire action potentials.",[4],"At 60 dpi, do neurons converted by AAV NeuroD1 in injured mouse cortex fire action potentials?",Yes,Yes,
14,"At 60 dpi, the neurons converted by AAV NeuroD1 in injured mouse cortex post-stroke show excitatory and inhibitory synaptic events.",[4],"At 60 dpi, do neurons converted by AAV NeuroD1 show excitatory and inhibitory synaptic events?",Yes,Yes,
15,NEUROD1 is required for spiral ganglion neuron development.,[5],Is NEUROD1 required for spiral ganglion neuron development?,Yes,Yes,
16,NEUROD1 negatively regulates Atoh1.,[5],Does NEUROD1 negatively regulate Atoh1?,Yes,Yes,
17,Loss of NEUROD1 in vestibular ganglion produces Atoh1-positive hair-cell–like cells.,[5],Does loss of NEUROD1 in vestibular ganglion produce Atoh1-positive hair-cell–like cells?,Yes,Yes,
18,A NEUROD1–Atoh1 interaction is required for conversion of vestibular ganglion cells into Atoh1-positive hair-cell–like cells.,[5],Is a NEUROD1–Atoh1 interaction required to convert vestibular ganglion cells into Atoh1-positive hair-cell–like cells?,Yes,Yes,
19,NEUROD1 was used to generate neurons from T cells under glial-free conditions.,[3],Was NEUROD1 used to generate neurons from T cells under glial-free conditions?,Yes,Yes,
20,"NEUROD1 helped overcome epigenetic barriers together with OCT3/4, SOX2, KLF4, and c-MYC.",[3],"Did NEUROD1 help overcome epigenetic barriers together with OCT3/4, SOX2, KLF4, and c-MYC?",Yes,Yes,
21,"The combination of NEUROD1 with OCT3/4, SOX2, KLF4, and c-MYC generated glutamatergic neurons.",[3],"Did the combination of NEUROD1 with OCT3/4, SOX2, KLF4, and c-MYC generate glutamatergic neurons?",Yes,Yes,
22,"The combination of NEUROD1 with OCT3/4, SOX2, KLF4, and c-MYC supported direct conversion from peripheral blood without iPSC intermediates.",[3],"Did NEUROD1 with OCT3/4, SOX2, KLF4, and c-MYC enable direct conversion from peripheral blood without iPSC intermediates?",Yes,Yes,
