url,hash_id
https://doi.org/10.1002/cncr.32345,cCyRIfX1oFK2YQky
https://doi.org/10.1007/s10147-015-0788-5,ao1BAOJ67RzUDpeZ
https://doi.org/10.1007/s10549-024-07376-w,3uA57HW3r8DWvjPO
https://doi.org/10.1016/j.ccell.2020.03.009,XP-Y2Xy6Idnp8mjP
https://doi.org/10.1023/a:1018778403001,OlPEqzjGlGjNhu6_
https://doi.org/10.1038/ng.2822,Y2mWZSaCB8uRhpgu
https://doi.org/10.1038/ng.2823,hRGeiC0GAjZ_XMMg
https://doi.org/10.1038/ng2006,D5tof633wc2B2ZPw
https://doi.org/10.1038/nrclinonc.2015.117,D8nml73xssm-lgYS
https://doi.org/10.1038/s41568-023-00604-3,LTcmlOEO65C3GF1P
https://doi.org/10.1074/mcp.M115.057257,pjV3Ux02uW4CTbBi
https://doi.org/10.1080/23723556.2018.1526005,ZkG6x0XvaJ1ruqwr
https://doi.org/10.1111/febs.12658,_P71an5RAL8ZjpPA
https://doi.org/10.1126/science.3753802,l9CwgrQUyK4mvDDt
https://doi.org/10.1126/scitranslmed.aac7551,YsNvOcjR4Ra2gwgM
https://doi.org/10.1158/0008-5472.CAN-13-1197,uj_s2Pti34NDqOg7
https://doi.org/10.1158/2159-8290.cd-22-1387,gUvdp08Li38O6xJP
https://doi.org/10.1186/s13058-025-02217-0,yak16g4aRmChlxeX
https://doi.org/10.1371/journal.pone.0072219,I4C_sAN6neShhXpg
