url,hash_id
https://doi.org/10.1007/s00109-007-0203-4,QUHM9sxG4nxlmM_w
https://doi.org/10.1007/s00125-008-1248-9,Awv4axaM2FXPNX5C
https://doi.org/10.1038/ng1732,CtNbqSHNsG1Ecq8N
https://doi.org/10.1056/NEJMoa062418,f5WdNhsLazRW5_7k
https://doi.org/10.1074/jbc.M411487200,pyj6OIDY8kxuW_ip
https://doi.org/10.1093/hmg/ddp178,uhKXXt1S1JhVEnpn
https://doi.org/10.1155/jdr/9356676,cU7zjbmO5hOTPfqH
https://doi.org/10.1159/000536229,MMSnG0e7b-aAMRHh
https://doi.org/10.1172/JCI30706,PZLNgz2WAqFBkHBd
https://doi.org/10.1186/s12881-018-0553-5,szfOnXPwv99OAkQy
https://doi.org/10.1186/s12884-023-06177-1,cNOjhpvrBOtkUxFF
https://doi.org/10.1210/me.2008-0135,tuDMYqgF0jy0nH98
https://doi.org/10.2337/db08-1187,JCZTYs2mr0bXaV6_
https://doi.org/10.2337/db20-0573,Vw5z_rgFgid4PpUP
https://doi.org/10.3389/fendo.2022.973718,S8sDFsy49BAcgJXi
