id,claim,citation,question,claim_answer,paper_answer,answer_note
1,FOXA1 (Forkhead Box A1) is a pioneer transcription factor.,"(Parolia et al., 2019);(Adams et al., 2019)",Is FOXA1 a pioneer transcription factor?,Yes,Yes,
2,FOXA1 decompacts chromatin to enable androgen receptor (AR) binding to DNA.,"(Parolia et al., 2019);(Adams et al., 2019)",Does FOXA1 decompact chromatin to enable AR binding to DNA?,Yes,Yes,
3,FOXA1 governs AR-driven transcriptional programs in prostate epithelial cells.,"(Parolia et al., 2019);(Adams et al., 2019)",Does FOXA1 govern AR-driven transcriptional programs in prostate epithelial cells?,Yes,Yes,
4,FOXA1 expression is significantly higher in prostate cancer than in normal prostate tissue.,"(Gerhardt et al., 2012)",Is FOXA1 expression significantly higher in prostate cancer than in normal prostate tissue?,Yes,No,Passage states no significant difference between peripheral-zone normal glands and primary carcinomas.
5,FOXA1 expression correlates with PSA levels and Gleason score.,"(Gerhardt et al., 2012)",Does FOXA1 expression correlate with PSA levels and Gleason score?,Yes,No,Correlates with Gleason score but passage explicitly states no correlation with PSA.
6,Depletion of FOXA1 in castration-resistant prostate cancer cell lines abrogates the oncogenic potential of AR variants.,"(Robinson et al., 2015)",Does depletion of FOXA1 in castration-resistant prostate cancer cell lines abrogate AR variant oncogenic potential?,Yes,Yes,
7,Depletion of FOXA1 in castration-resistant prostate cancer cell lines indicates a functional dependency of AR signaling on FOXA1 even in advanced disease.,"(Robinson et al., 2015)",Does depletion of FOXA1 in castration-resistant prostate cancer cells indicate AR signaling dependency in advanced disease?,Yes,Yes,
8,"Sequencing of 3,086 human prostate cancers identified FOXA1 mutations in approximately 11% of cases.","(Adams et al., 2019)","Did sequencing of 3,086 human prostate cancers identify FOXA1 mutations in approximately 11% of cases?",Yes,Yes,
9,"Sequencing of 3,086 human prostate cancers identified two hotspots in the forkhead domain of FOXA1: Wing2 and R219.","(Adams et al., 2019)","Did sequencing of 3,086 prostate cancers identify two FOXA1 forkhead-domain hotspots, Wing2 and R219?",Yes,Yes,
10,Wing2 accounts for approximately 50% of FOXA1 mutations.,"(Adams et al., 2019)",Does Wing2 account for approximately 50% of FOXA1 mutations?,Yes,Yes,
11,R219 accounts for approximately 5% of FOXA1 mutations.,"(Adams et al., 2019)",Does R219 account for approximately 5% of FOXA1 mutations?,Yes,Yes,
12,Wing2 mutations appeared across all disease stages.,"(Adams et al., 2019)",Did Wing2 mutations appear across all disease stages?,Yes,Yes,
13,R219 mutations were enriched in neuroendocrine histology.,"(Adams et al., 2019)",Were R219 mutations enriched in neuroendocrine histology?,Yes,Yes,
14,"In a cohort of 1,546 prostate cancers, FOXA1 alterations were classified into three structural classes with a collective prevalence of 35%.","(Parolia et al., 2019)","In a cohort of 1,546 prostate cancers, were FOXA1 alterations classified into three structural classes with 35% prevalence?",Yes,Yes,
15,Class 1 Wing2 mutations transactivate a luminal AR program.,"(Parolia et al., 2019)",Do Class 1 Wing2 mutations transactivate a luminal AR program?,Yes,Yes,
16,Class 2 C-terminal truncations acquired in metastatic disease promote WNT-driven metastasis.,"(Parolia et al., 2019)",Do Class 2 C-terminal truncations acquired in metastatic disease promote WNT-driven metastasis?,Yes,Yes,
17,Class 3 genomic rearrangements reposition regulatory elements.,"(Parolia et al., 2019)",Do Class 3 genomic rearrangements reposition regulatory elements?,Yes,Yes,
18,In vivo mouse models demonstrated that Class 1 mutations combined with p53 loss drive androgen-dependent adenocarcinoma.,"(Eyunni et al., 2025)",Did in vivo mouse models show Class 1 mutations combined with p53 loss drive androgen-dependent adenocarcinoma?,Yes,Yes,
19,In vivo mouse models demonstrated that Class 2 mutations reprogram luminal cells into a progenitor-like state enabling survival under castrate androgen levels.,"(Eyunni et al., 2025)",Did mouse models show Class 2 mutations reprogram luminal cells into progenitor-like cells enabling survival under castrate androgen levels?,Yes,Yes,
