url,hash_id
https://doi.org/10.1016/0092-8674(87)90585-X,TMUK355Do9-c1CAb
https://doi.org/10.1016/0092-8674(93)90621-V,yO_juTxx4Jx3997e
https://doi.org/10.1016/0092-8674(95)90139-6,7pO764LmovSET4EK
https://doi.org/10.1016/j.devcel.2010.02.014,q6u4DszQdMY-O5GV
https://doi.org/10.1016/j.jbc.2023.102978,IsBFcfu6_CV9JKTL
https://doi.org/10.1016/j.semcdb.2017.11.010,QsMUIJErh16J_rL4
https://doi.org/10.1016/j.semcdb.2017.11.011,G8AuT-zzZ8OYBMZe
https://doi.org/10.1038/s41467-021-27865-6,5FrDgLEvRyirisLw
https://doi.org/10.1038/s41598-023-31822-2,Jo8qX6qhiXCwy0ko
https://doi.org/10.1073/pnas.87.15.5623,54LavL8TC1DkfrT_
https://doi.org/10.1083/jcb.111.3.1149,4Dk9SF5Q7P8yDqVm
https://doi.org/10.1126/science.7863327,R6g7nrTgeBjA1QJc
https://doi.org/10.1152/ajpcell.00334.2025,vDcgrIl2KMr5j38B
https://doi.org/10.1242/dev.01874,4cObcd0WMbEwHCdb
https://doi.org/10.1242/dev.204771,1DqoMCWfh64Eyd1b
https://doi.org/10.1371/journal.pone.0245618,5l8L94OK3H8mXB3g
https://doi.org/10.18632/aging.206232,wDsaZEeYGAJ370yj
https://doi.org/10.21203/rs.3.rs-2924448/v1,FcuqQ9UxiqtkZw7p
https://doi.org/10.3390/cells11213435,BaUJDYfEcCy9ADWd
https://doi.org/10.4161/epi.25441,DkNgqHuk6m9hxFUT
https://doi.org/10.7554/elife.43017,QB-VjXu5mHPzfRmi
