id,claim,citation,question,claim_answer,paper_answer,answer_note
1,CEBPA (encoding the transcription factor C/EBPα) has been shown to be required for neutrophil development in multiple experimental systems.,,Has CEBPA been shown to be required for neutrophil development in multiple experimental systems?,Yes,,
2,CEBPA (encoding the transcription factor C/EBPα) has been shown to be required for neutrophil-lineage gene programs in multiple experimental systems.,,Has CEBPA been shown to be required for neutrophil-lineage gene programs in multiple experimental systems?,Yes,,
3,"In mice with targeted disruption of Cebpa, investigators reported a selective block in neutrophil differentiation.",[1],Did mice with targeted Cebpa disruption show a selective block in neutrophil differentiation?,Yes,Yes,
4,"In mice with targeted disruption of Cebpa, investigators reported an absence of mature neutrophils in blood and fetal liver.",[1],Did mice with targeted Cebpa disruption lack mature neutrophils in blood and fetal liver?,Yes,Yes,
5,"In mice with targeted disruption of Cebpa, investigators reported a selective loss of granulocyte colony-stimulating factor receptor (G-CSFR/CSF3R) expression in hematopoietic tissues.",[1],Did mice with targeted Cebpa disruption show selective loss of G-CSFR expression in hematopoietic tissues?,Yes,Yes,
6,"In primary human cells and bipotential myeloid cell lines, C/EBPα expression was reported to be preferentially upregulated during granulocytic differentiation.",[2],Was C/EBPα preferentially upregulated during granulocytic differentiation in primary human and bipotential myeloid cells?,Yes,Yes,
7,"In primary human cells and bipotential myeloid cell lines, conditional induction of C/EBPα alone triggered neutrophilic differentiation.",[2],Did conditional induction of C/EBPα alone trigger neutrophilic differentiation in those cell systems?,Yes,Yes,
8,"In primary human cells and bipotential myeloid cell lines, conditional induction of C/EBPα alone triggered upregulation of G-CSFR.",[2],Did conditional induction of C/EBPα alone trigger upregulation of G-CSFR in those cell systems?,Yes,Yes,
9,"In primary human cells and bipotential myeloid cell lines, conditional induction of C/EBPα alone triggered upregulation of secondary granule protein genes.",[2],Did conditional induction of C/EBPα alone induce secondary granule protein gene expression in those cell systems?,Yes,Yes,
10,"In primary human cells and bipotential myeloid cell lines, conditional induction of C/EBPα alone blocked monocytic differentiation.",[2],Did conditional induction of C/EBPα alone block monocytic differentiation in those cell systems?,Yes,Yes,
11,"In vivo, a mouse germline study using C/EBPα alleles defective in E2F repression found these alleles failed to support granulocyte (including neutrophil granulocyte) differentiation.",[3],Did a mouse germline study find C/EBPα alleles defective in E2F repression failed to support granulocyte differentiation?,Yes,Yes,
12,The mouse germline study using C/EBPα alleles defective in E2F repression provided genetic evidence linking a specific C/EBPα function to granulopoiesis.,[3],Did that mouse germline study provide genetic evidence linking a specific C/EBPα function to granulopoiesis?,Yes,Yes,
13,"In a model cell system engineered to separate G-CSFR signaling from C/EBPα level changes, G-CSFR signals and C/EBPα were reported to cooperate to induce expression of neutrophil-associated genes such as myeloperoxidase and neutrophil elastase.",[4],"In a model separating G-CSFR signaling from C/EBPα level changes, did those signals cooperate to induce neutrophil genes?",Yes,Yes,
