url,hash_id
https://doi.org/10.1016/S0140-6736(16)32517-X,eEKBiEs5e0VKIwPA
https://doi.org/10.1016/S0140-6736(18)32409-7,LMoTLmRS0prSLC7T
https://doi.org/10.1016/j.annonc.2020.03.287,G8cA77avCmvtAUEs
https://doi.org/10.1056/NEJMoa1606774,WDx04j8_F_tfU7Wc
https://doi.org/10.1056/NEJMoa1709937,3W5f1EcVdhz_CDci
https://doi.org/10.1056/NEJMoa1801946,2cIYqBdeMkftr8zH
https://doi.org/10.1056/NEJMoa1917346,40QPEbkXgxQPJ7mu
https://doi.org/10.1080/2162402X.2015.1094598,YzrxqC3wtX31pzje
https://doi.org/10.1097/JTO.0000000000000500,zFAt0I1T4zYzTA-I
https://doi.org/10.1136/jitc-2021-002891,DWzH4mGmVI_zT1aQ
https://doi.org/10.1136/jitc-2024-010612,Nk_XSGRbrZzGYFyl
https://doi.org/10.1158/2159-8290.CD-13-0310,loFT_4mRhpRRFfCd
https://doi.org/10.1186/s12943-024-02099-4,7d86zldVTlsaO2rP
https://doi.org/10.2147/ITT.S591588,8VmDBbXg-hUvKk3E
https://doi.org/10.3389/fonc.2025.1727899,slnYbamX4TOvju0W
https://doi.org/10.3390/cancers12113129,lcI8S3VZnSVSp1ky
https://doi.org/10.3390/cells11030320,mUh_eXDtwWSdGT8f
https://doi.org/10.3390/ijms20153821,xlhbjXxHShlurPmK
