id,claim,citation,question,claim_answer,paper_answer,answer_note
1,PU.1 acts as a master regulator of macrophage and microglia development.,[1];[2],Does PU.1 act as a master regulator of macrophage and microglia development?,Yes,Yes,
2,PU.1 directs monocytic and macrophage lineage fate.,[1];[2],Does PU.1 direct monocytic and macrophage lineage fate?,Yes,Yes,
3,"In macrophages, PU.1 determines LXRβ recruitment within 100 bp of PU.1.",[3],Does PU.1 determine LXRβ recruitment within 100 base pairs of PU.1 in macrophages?,Yes,Yes,
4,"In macrophages, the LXRβ recruitment within 100 bp of PU.1 was accompanied by a PU.1-dependent gain in H3K4me1.",[3],Was LXRβ recruitment within 100 bp of PU.1 accompanied by a PU.1-dependent gain in H3K4me1 in macrophages?,Yes,Yes,
5,PU.1 promotes C/EBPβ binding.,[3],Does PU.1 promote C/EBPβ binding?,Yes,Yes,
6,PU.1 loss reduced C/EBPβ genome-wide binding.,[3],Does loss of PU.1 reduce C/EBPβ genome-wide binding?,Yes,Yes,
7,PU.1 loss eliminated PU.1-corresponding sites.,[3],Does loss of PU.1 eliminate PU.1-corresponding binding sites?,Yes,Yes,
8,"In rheumatoid arthritis, PU.1 promotes disease by directly targeting FLT3 in macrophages and fibroblast-like synoviocytes.",[4],Does PU.1 promote rheumatoid arthritis by directly targeting FLT3 in macrophages and fibroblast-like synoviocytes?,Yes,Yes,
9,The direct targeting of FLT3 by PU.1 forms a proinflammatory PU.1–FLT3 axis that promotes inflammatory macrophage features.,[4],Does PU.1's direct targeting of FLT3 form a proinflammatory PU.1–FLT3 axis promoting inflammatory macrophage features?,Yes,Yes,
10,PU.1 maintains macrophage-specific gene accessibility.,[2],Does PU.1 maintain macrophage-specific gene accessibility?,Yes,Yes,
11,PU.1 is a direct target of Zbtb14.,[2],Is PU.1 a direct target of Zbtb14?,Yes,Yes,
12,Loss of Zbtb14 increases PU.1 in macrophage-lineage cells.,[2],Does loss of Zbtb14 increase PU.1 levels in macrophage-lineage cells?,Yes,Yes,
13,Loss of Zbtb14 causes macrophage expansion.,[2],Does loss of Zbtb14 cause macrophage expansion?,Yes,Yes,
14,The macrophage expansion caused by loss of Zbtb14 is rescued by dominant-negative PU.1.,[2],Is macrophage expansion from Zbtb14 loss rescued by dominant-negative PU.1?,Yes,Yes,
15,"In the context of PU.1, CX3CR1– perivascular macrophages express CX3CR1 during their ontogeny and subsequently lose CX3CR1 expression.",[5],Do CX3CR1– perivascular macrophages express CX3CR1 during ontogeny and then lose that expression?,Yes,Yes,
16,"In the context of PU.1, the CX3CR1– perivascular macrophages derive from the same yolk-sac-derived progenitor lineage as the broader perivascular macrophage population.",[5],Do CX3CR1– perivascular macrophages derive from the same yolk-sac-derived progenitor lineage as broader perivascular macrophages?,Yes,Yes,
17,PU.1 acts as a master regulator of macrophage and microglia development by controlling expression of required genes.,[1],Does PU.1 act as a master regulator of macrophage and microglia development by controlling required gene expression?,Yes,Yes,
18,Genetic disruption of PU.1 causes absence of macrophages including microglia in mouse and zebrafish.,[1],"Does genetic disruption of PU.1 cause absence of macrophages, including microglia, in mouse and zebrafish?",Yes,Yes,
