id,claim,citation,question,claim_answer,paper_answer,answer_note
1,Common intronic variation in TCF7L2 was identified as conferring increased type 2 diabetes (T2D/T2DM) risk in human genetic association analyses.,"(Grant et al., 2006)",Was common intronic variation in TCF7L2 identified as increasing type 2 diabetes risk in genetic analyses?,Yes,Yes,
2,"In the Diabetes Prevention Program cohort of individuals with impaired glucose tolerance, TCF7L2 polymorphisms were associated with progression to diabetes.","(Florez et al., 2006)",Were TCF7L2 polymorphisms associated with progression to diabetes in the Diabetes Prevention Program impaired glucose tolerance cohort?,Yes,Yes,
3,"In the Diabetes Prevention Program cohort of individuals with impaired glucose tolerance, TCF7L2 risk genotypes were reported to be associated with impaired β-cell function rather than increased insulin resistance at baseline.","(Florez et al., 2006)",Were TCF7L2 risk genotypes associated with impaired beta-cell function rather than increased insulin resistance at baseline in the DPP IGT cohort?,Yes,Yes,
4,"In metabolic phenotyping of humans stratified by TCF7L2 genotype, the TCF7L2 risk allele was associated with impaired insulin secretion.","(Lyssenko et al., 2007)",Was the TCF7L2 risk allele associated with impaired insulin secretion in human metabolic phenotyping?,Yes,Yes,
5,"In metabolic phenotyping of humans stratified by TCF7L2 genotype, the TCF7L2 risk allele was associated with reduced incretin effect.","(Lyssenko et al., 2007)",Was the TCF7L2 risk allele associated with reduced incretin effect in human metabolic phenotyping?,Yes,Yes,
6,"In metabolic phenotyping of humans stratified by TCF7L2 genotype, the TCF7L2 risk allele was associated with an enhanced rate of hepatic glucose production.","(Lyssenko et al., 2007)",Was the TCF7L2 risk allele associated with increased hepatic glucose production rate in human metabolic phenotyping?,Yes,Yes,
7,TCF7L2 mRNA was reported to be higher in human islets from donors with T2D.,"(Lyssenko et al., 2007)",Was TCF7L2 mRNA reported higher in human islets from donors with type 2 diabetes?,Yes,Yes,
8,Overexpression of TCF7L2 in human islets was reported to reduce glucose-stimulated insulin secretion.,"(Lyssenko et al., 2007)",Did overexpression of TCF7L2 in human islets reduce glucose-stimulated insulin secretion?,Yes,Yes,
9,"In carriers of TCF7L2 polymorphisms, GLP-1–stimulated insulin secretion was reported to be impaired.","(Schäfer et al., 2009)",Was GLP-1-stimulated insulin secretion reported to be impaired in carriers of TCF7L2 polymorphisms?,Yes,Yes,
10,"In isolated pancreatic islet β-cells, experimental manipulation of TCF7L2 was reported to regulate late events in insulin secretion.","(da Silva Xavier et al., 2009)",Did experimental manipulation of TCF7L2 in isolated pancreatic beta-cells regulate late events in insulin secretion?,Yes,Yes,
