url,hash_id
https://doi.org/10.1007/s13238-020-00786-8,ZYT0cqzaUwY8IQqP
https://doi.org/10.1016/j.ajpath.2011.10.021,fykEEzqrVaXidzta
https://doi.org/10.1016/j.cell.2014.08.016,3pkHdKryX2ht6nFK
https://doi.org/10.1016/j.cell.2015.10.025,Yy4e-9vAQek9GmTI
https://doi.org/10.1016/j.celrep.2022.111404,XoWHbRyuiLNGJgzz
https://doi.org/10.1038/emboj.2011.328,xod6OFmnhkIPHjPw
https://doi.org/10.1038/ncomms4972,J3k5XpqAN1wEFhX_
https://doi.org/10.1038/s41419-022-05182-0,8p4Km7iFetkbxGkj
https://doi.org/10.1038/s41586-019-1318-9,nilEdKMGJI2n126z
https://doi.org/10.1038/s41586-019-1347-4,V_LP5MPLc7RPS8hd
https://doi.org/10.1126/science.adv2367,le7pRAlo_KKaF6Li
https://doi.org/10.1158/0008-5472.CAN-12-3468,x4XW77Jxe56A-AFz
https://doi.org/10.1158/0008-5472.can-12-3468,BShGaUML4H6BmAPB
https://doi.org/10.1172/JCI122367,uA--m2OjuwPR6rim
https://doi.org/10.1210/me.2003-0020,oTbZ7McJLAE7srl7
https://doi.org/10.18632/oncotarget.4927,y-ib2ZKev2ltaP1x
