id,claim,citation,question,claim_answer,paper_answer,answer_note
1,"In alveolar rhabdomyosarcoma (aRMS), a recurrent chromosomal translocation t(2;13)(q35;q14) creates a PAX3–FOXO1 fusion gene.","(Galili et al., 1993)",Does alveolar rhabdomyosarcoma commonly have a t(2;13) creating a PAX3-FOXO1 fusion gene?,Yes,Yes,
2,The PAX3–FOXO1 fusion gene was historically called PAX3–FKHR.,"(Galili et al., 1993)",Was the PAX3-FOXO1 fusion gene historically called PAX3-FKHR?,Yes,Yes,
3,The PAX3–FOXO1 fusion gene is reported as a characteristic molecular alteration of alveolar rhabdomyosarcoma.,"(Galili et al., 1993)",Is PAX3-FOXO1 a characteristic molecular alteration of alveolar rhabdomyosarcoma?,Yes,Yes,
4,The PAX3–FOXO1 fusion protein retains the PAX3 DNA-binding domains fused to FOXO1-derived C-terminal sequences.,"(Fredericks et al., 1995)",Does the PAX3-FOXO1 fusion protein retain PAX3 DNA-binding domains fused to FOXO1 C-terminal sequences?,Yes,Yes,
5,The PAX3–FOXO1 fusion protein has been experimentally shown to function as a more potent transcriptional activator than wild-type PAX3 in reporter-based assays.,"(Fredericks et al., 1995)",Has PAX3-FOXO1 been shown to be a more potent transcriptional activator than wild-type PAX3 in reporter assays?,Yes,Yes,
6,"In a human myoblast-based model engineered for conditional PAX3–FOXO1 expression, PAX3–FOXO1 expression was required for tumor initiation.","(Pandey et al., 2017)","In a human myoblast model with conditional PAX3-FOXO1, was PAX3-FOXO1 expression required for tumor initiation?",Yes,Yes,
7,"In a human myoblast-based model engineered for conditional PAX3–FOXO1 expression, PAX3–FOXO1 expression was required for maintenance of established tumors.","(Pandey et al., 2017)","In that human myoblast model, was PAX3-FOXO1 expression required for maintenance of established tumors?",Yes,Yes,
8,"In the human myoblast-based model engineered for conditional PAX3–FOXO1 expression, recurrent tumors could emerge without continued PAX3–FOXO1 expression.","(Pandey et al., 2017)","In that model, could recurrent tumors emerge without continued PAX3-FOXO1 expression?",Yes,Yes,
9,PAX3–FOXO1 upregulates RASSF4 in PAX3–FOXO1–positive alveolar rhabdomyosarcoma cells and tumors.,"(Crose et al., 2014)",Does PAX3-FOXO1 upregulate RASSF4 in PAX3-FOXO1-positive alveolar rhabdomyosarcoma cells and tumors?,Yes,Yes,
10,RASSF4 knockdown impaired proliferation in PAX3–FOXO1–positive alveolar rhabdomyosarcoma cells or tumors.,"(Crose et al., 2014)",Did RASSF4 knockdown impair proliferation in PAX3-FOXO1-positive alveolar rhabdomyosarcoma cells or tumors?,Yes,Yes,
11,RASSF4 knockdown impaired senescence evasion in PAX3–FOXO1–positive alveolar rhabdomyosarcoma cells or tumors.,"(Crose et al., 2014)",Did RASSF4 knockdown impair senescence evasion in PAX3-FOXO1-positive alveolar rhabdomyosarcoma cells or tumors?,Yes,Yes,
12,RASSF4 knockdown reduced tumorigenesis in the context of PAX3–FOXO1–positive alveolar rhabdomyosarcoma.,"(Crose et al., 2014)",Did RASSF4 knockdown reduce tumorigenesis in PAX3-FOXO1-positive alveolar rhabdomyosarcoma?,Yes,Yes,
13,There is evidence that RASSF4 can inhibit MST1/Hippo pathway signaling in PAX3–FOXO1–positive alveolar rhabdomyosarcoma cells and tumors.,"(Crose et al., 2014)",Is there evidence that RASSF4 can inhibit MST1/Hippo pathway signaling in PAX3-FOXO1-positive aRMS cells and tumors?,Yes,Yes,
14,"In a Children’s Oncology Group report, PAX–FOXO1 fusion status was prospectively associated with unfavorable outcome for rhabdomyosarcoma.","(Skapek et al., 2013)",Did a Children’s Oncology Group report prospectively associate PAX-FOXO1 fusion status with unfavorable rhabdomyosarcoma outcome?,Yes,Yes,
15,"In a Children’s Oncology Group report, PAX–FOXO1 fusion status was concluded to improve risk stratification for rhabdomyosarcoma.","(Skapek et al., 2013)",Did a Children’s Oncology Group report conclude that PAX-FOXO1 fusion status improves rhabdomyosarcoma risk stratification?,Yes,Yes,
