url,hash_id
https://doi.org/10.1006/dbio.1999.9234,VtzyAFcjqDUEWiJI
https://doi.org/10.1016/j.isci.2021.102967,4p44slsfnRbkpgYv
https://doi.org/10.1016/j.molcel.2013.02.018,DQ9Ul-T8E7CUTErr
https://doi.org/10.1016/j.stem.2022.11.013,PWjMkNpXfSb2Arj-
https://doi.org/10.1038/s41467-021-22817-6,uuFlESItDEv-kiU6
https://doi.org/10.1038/s41467-023-44184-0,5QFpIMN9MpfyE1Qr
https://doi.org/10.1038/s41467-024-48632-3,amlcm8GlxH2gXKwm
https://doi.org/10.1038/s41467-024-52154-3,kNVElmQjFrcZYGPD
https://doi.org/10.1042/CS20080068,6FMItMGjpTrDZRk2
https://doi.org/10.1074/jbc.271.12.6881,FAz3l2WvRNoVzPYe
https://doi.org/10.1128/mcb.14.9.5671-5681.1994,VDxQSCFibkFgo99I
https://doi.org/10.1152/ajplung.00275.2007,rJB2GsWAc7qBGO8b
https://doi.org/10.1371/journal.pone.0029907,3X-Sw19yUl_JuxGR
https://pubmed.ncbi.nlm.nih.gov/8496176/,jxj0_I-7q8KdWYnS
