id,claim,citation,question,claim_answer,paper_answer,answer_note
1,PD-1 (programmed cell death protein 1) is an immune checkpoint receptor.,"(Keir et al., 2008)",Is PD-1 an immune checkpoint receptor?,Yes,Yes,
2,PD-1 (programmed cell death protein 1) is expressed on activated T cells.,"(Keir et al., 2008)",Is PD-1 expressed on activated T cells?,Yes,Yes,
3,Engagement of PD-1 with its ligands PD-L1 and PD-L2 delivers inhibitory signals.,"(Keir et al., 2008)",Does engagement of PD-1 with PD-L1 and PD-L2 deliver inhibitory signals?,Yes,Yes,
4,The inhibitory signals delivered by PD-1 upon engagement with PD-L1 and PD-L2 suppress T-cell proliferation.,"(Keir et al., 2008)",Do PD-1 inhibitory signals suppress T-cell proliferation?,Yes,Yes,
5,The inhibitory signals delivered by PD-1 upon engagement with PD-L1 and PD-L2 suppress cytokine production.,"(Keir et al., 2008)",Do PD-1 inhibitory signals suppress cytokine production?,Yes,Yes,
6,The inhibitory signals delivered by PD-1 upon engagement with PD-L1 and PD-L2 suppress cytolytic function.,"(Keir et al., 2008)",Do PD-1 inhibitory signals suppress cytolytic function?,Yes,Yes,
7,The inhibitory signals delivered by PD-1 upon engagement with PD-L1 and PD-L2 attenuate antitumor immunity.,"(Keir et al., 2008)",Do PD-1 inhibitory signals attenuate antitumor immunity?,Yes,Yes,
8,Melanoma cells frequently upregulate PD-L1 expression.,"(Taube et al., 2012)",Do melanoma cells frequently upregulate PD-L1 expression?,Yes,Yes,
9,Upregulation of PD-L1 expression by melanoma cells enables melanoma cells to exploit the PD-1/PD-L1 pathway to evade immune destruction.,"(Taube et al., 2012)",Does PD-L1 upregulation allow melanoma cells to exploit PD-1/PD-L1 to evade immune destruction?,Yes,Yes,
10,Blockade of the PD-1/PD-L1 axis with monoclonal antibodies such as nivolumab and pembrolizumab has demonstrated significant improvements in overall survival in patients with advanced melanoma compared to chemotherapy.,"(Robert et al., 2015);(Larkin et al., 2015)",Has PD-1/PD-L1 blockade with nivolumab or pembrolizumab improved overall survival versus chemotherapy in advanced melanoma?,Yes,Yes,
11,Blockade of the PD-1/PD-L1 axis with monoclonal antibodies such as nivolumab and pembrolizumab has demonstrated significant improvements in objective response rates in patients with advanced melanoma compared to chemotherapy.,"(Robert et al., 2015);(Larkin et al., 2015)",Has PD-1/PD-L1 blockade with nivolumab or pembrolizumab improved objective response rates versus chemotherapy in advanced melanoma?,Yes,Yes,
12,Blockade of the PD-1/PD-L1 axis with monoclonal antibodies such as nivolumab and pembrolizumab has demonstrated significant improvements in overall survival in patients with advanced melanoma compared to the anti-CTLA-4 antibody ipilimumab.,"(Robert et al., 2015);(Larkin et al., 2015)",Has PD-1/PD-L1 blockade with nivolumab or pembrolizumab improved overall survival versus ipilimumab in advanced melanoma?,Yes,Yes,
13,Blockade of the PD-1/PD-L1 axis with monoclonal antibodies such as nivolumab and pembrolizumab has demonstrated significant improvements in objective response rates in patients with advanced melanoma compared to the anti-CTLA-4 antibody ipilimumab.,"(Robert et al., 2015);(Larkin et al., 2015)",Has PD-1/PD-L1 blockade with nivolumab or pembrolizumab improved objective response rates versus ipilimumab in advanced melanoma?,Yes,Yes,
14,Combination therapy using nivolumab plus ipilimumab has yielded higher response rates than either nivolumab alone or ipilimumab alone in untreated advanced melanoma.,"(Larkin et al., 2015)",Has combination nivolumab plus ipilimumab produced higher response rates than either agent alone in untreated advanced melanoma?,Yes,Yes,
15,Combination therapy using nivolumab plus ipilimumab has yielded longer progression-free survival than either nivolumab alone or ipilimumab alone in untreated advanced melanoma.,"(Larkin et al., 2015)",Has combination nivolumab plus ipilimumab produced longer progression-free survival than either agent alone in untreated advanced melanoma?,Yes,Yes,
16,Combination therapy using nivolumab plus ipilimumab has been associated with increased immune-related adverse events in untreated advanced melanoma.,"(Larkin et al., 2015)",Has combination nivolumab plus ipilimumab been associated with increased immune-related adverse events in untreated advanced melanoma?,Yes,Yes,
17,Long-term follow-up data have shown durable responses in a substantial proportion of patients with advanced melanoma.,"(Larkin et al., 2019)",Have long-term follow-up data shown durable responses in a substantial proportion of advanced melanoma patients?,Yes,Yes,
18,Five-year overall survival rates exceed 40% for anti-PD-1 monotherapy in patients with advanced melanoma.,"(Larkin et al., 2019)",Do five-year overall survival rates exceed 40% for anti-PD-1 monotherapy in advanced melanoma?,Yes,Yes,
19,Five-year overall survival rates exceed 50% for the nivolumab plus ipilimumab combination regimen in patients with advanced melanoma.,"(Larkin et al., 2019)",Do five-year overall survival rates exceed 50% for nivolumab plus ipilimumab in advanced melanoma?,Yes,Yes,
