url,hash_id
https://doi.org/10.1007/s00277-025-06232-1,puye4_OSCGMgWCiU
https://doi.org/10.1016/S0092-8674(01)00516-5,WXIGdwLgn5-MxaYD
https://doi.org/10.1016/j.immuni.2004.11.006,ZeZJW1L7iCaMMCzD
https://doi.org/10.1038/85820,BDgOFTqaxmrynMwj
https://doi.org/10.1038/sj.leu.2402094,BYjqflU0aIaBg-4y
https://doi.org/10.1038/srep04261,lgXXgm41pJu4onG8
https://doi.org/10.1073/pnas.2315659121,DRYeowsp35xVmGIF
https://doi.org/10.1073/pnas.94.2.569,B-vqEGJq_a1Svkvx
https://doi.org/10.1128/MCB.18.7.4301,mXjYPFgxl8p73A6b
https://doi.org/10.1128/mcb.15.10.5830,VzRMFVxgaB2sFo95
https://doi.org/10.1182/blood-2016-01-695759,A8NcDkKJ_edUUui2
https://doi.org/10.1182/bloodadvances.2021005851,mBrFMmKZ4UKUvVpc
https://doi.org/10.1182/bloodadvances.2023012522,bkdsxHnlTCzyPefD
https://doi.org/10.1371/journal.pone.0217604,BoxSg9nSVRuLGCue
