id,claim,citation,question,claim_answer,paper_answer,answer_note
1,ESR1 mediates estrogen-independent ER transcriptional activity.,[1];[2],Does ESR1 mediate estrogen-independent ER transcriptional activity?,Yes,Yes,
2,ESR1 mediates endocrine therapy resistance.,[2];[3],Does ESR1 mediate endocrine therapy resistance?,Yes,Yes,
3,ESR1 in-frame fusions in ER+ breast cancer exclude the ligand-binding domain.,[1],Do ESR1 in-frame fusions in ER+ breast cancer exclude the ligand-binding domain?,Yes,Yes,
4,ESR1 in-frame fusions in ER+ breast cancer drive estrogen-independent ER transcription.,[1],Do ESR1 in-frame fusions in ER+ breast cancer drive estrogen-independent ER transcription?,Yes,Yes,
5,ESR1 Y537S mutations drive estrogen-independent metabolic rewiring with elevated TCA activity.,[1],Do ESR1 Y537S mutations drive estrogen-independent metabolic rewiring with elevated TCA activity?,Yes,Yes,
6,PROTAC ARV-471 degrades ESR1 Y537S and ESR1 D538G mutants.,[1],Does PROTAC ARV-471 degrade ESR1 Y537S and ESR1 D538G mutants?,Yes,Yes,
7,PROTAC ARV-471 inhibits tumor growth.,[1],Does PROTAC ARV-471 inhibit tumor growth?,Yes,Yes,
8,"In long-term estrogen-deprived ER-positive breast cancer models, ESR1 acquired Y537C or Y537S mutations.",[2],Did ESR1 acquire Y537C or Y537S mutations in long-term estrogen-deprived ER+ models?,Yes,Yes,
9,ESR1 Y537C or ESR1 Y537S mutations had enriched chromatin binding.,[2],Do ESR1 Y537C or Y537S mutations show enriched chromatin binding?,Yes,Yes,
10,ESR1 Y537C or ESR1 Y537S mutations had enhanced estrogen-independent transcriptional activity.,[2],Do ESR1 Y537C or Y537S mutations have enhanced estrogen-independent transcriptional activity?,Yes,Yes,
11,ESR1 Y537C or ESR1 Y537S mutations arise during estrogen withdrawal.,[2],Do ESR1 Y537C or Y537S mutations arise during estrogen withdrawal?,Yes,Yes,
12,ESR1 Y537C or ESR1 Y537S mutations mediate the most common mechanism of endocrine therapy resistance.,[2],Do ESR1 Y537C or Y537S mutations mediate the most common mechanism of endocrine therapy resistance?,Yes,Yes,
13,Baseline ESR1 Y537S predicted poor outcomes in fulvestrant-treated breast cancer.,[4],Did baseline ESR1 Y537S predict poor outcomes in fulvestrant-treated breast cancer?,Yes,Yes,
14,Baseline ESR1 Y537C predicted good outcomes in fulvestrant-treated breast cancer.,[4],Did baseline ESR1 Y537C predict good outcomes in fulvestrant-treated breast cancer?,Yes,Yes,
15,ESR1 F404 contributed to fulvestrant binding via pi-stacking.,[4],Did ESR1 F404 contribute to fulvestrant binding via pi-stacking?,Yes,Yes,
16,ESR1 F404 mutations in cis with activating ESR1 mutations disrupted the pi-stacking bond.,[4],Did ESR1 F404 mutations in cis with activating ESR1 mutations disrupt the pi-stacking bond?,Yes,Yes,
17,ESR1 F404 mutations in cis with activating ESR1 mutations conferred fulvestrant resistance.,[4],Did ESR1 F404 mutations in cis with activating ESR1 mutations confer fulvestrant resistance?,Yes,Yes,
18,"In ER+ breast cancer, activating ESR1 mutations arise in metastatic tumours after aromatase inhibitor exposure.",[3],Do activating ESR1 mutations arise in metastatic ER+ tumours after aromatase inhibitor exposure?,Yes,Yes,
19,Activating ESR1 mutations persist.,[3],Do activating ESR1 mutations persist?,Yes,Yes,
20,Activating ESR1 mutations drive acquired resistance to endocrine therapy.,[3],Do activating ESR1 mutations drive acquired resistance to endocrine therapy?,Yes,Yes,
21,Activating ESR1 mutations specify tumours retaining ER dependence.,[3],Do activating ESR1 mutations specify tumours retaining ER dependence?,Yes,Yes,
22,Elacestrant improved PFS in ESR1-mutant advanced disease.,[3],Did elacestrant improve progression-free survival in ESR1-mutant advanced disease?,Yes,Yes,
23,"In HR-positive HER2-negative metastatic breast cancer, patients whose tumors harbor ESR1 mutations are being treated with novel selective estrogen receptor degraders (SERDs) as the evolving standard of care.",[5],Are patients with ESR1-mutant HR-positive HER2-negative metastatic breast cancer being treated with novel SERDs as evolving standard of care?,Yes,Yes,
