url,hash_id
https://doi.org/10.1002/advs.202413561,XmGaugPWoie3rfaJ
https://doi.org/10.1007/s12032-023-01960-8,8I69ESYhT-3TN05o
https://doi.org/10.1016/S0092-8674(00)80257-3,P1CwVgJQvn77horS
https://doi.org/10.1016/S0092-8674(00)80258-5,aLCt_pI80DJZhiIG
https://doi.org/10.1016/S0092-8674(00)80259-7,a8IPS0Tb8cszxYGY
https://doi.org/10.1016/j.kjms.2018.01.007,XDU7qjj3Yri-N2DP
https://doi.org/10.1016/s0092-8674(00)80257-3,VjI6-tQJ49hOI9gt
https://doi.org/10.1016/s0092-8674(00)80258-5,U73BdasARdjUM-BF
https://doi.org/10.1016/s0092-8674(00)80259-7,lcrn3wzhla03I14j
https://doi.org/10.1038/ng1015,gw0aBlWGnmyrEAUv
https://doi.org/10.1038/sj.onc.1207676,Z8ur4_ksU38RzG1s
https://doi.org/10.1083/jcb.200105052,Lq2ZHkW5a6uKJbRE
https://doi.org/10.1101/gad.13.8.1025,8oteHtdpO7DYpzLT
https://doi.org/10.3390/ijms24087001,zjGNjAZ-VIX2QsRX
https://doi.org/10.3390/ijms251810102,B99VpjpBK3D3q_UF
