url,hash_id
https://doi.org/10.1016/j.cell.2016.02.065,9S_sx-R1s8rn_U2N
https://doi.org/10.1016/j.cell.2017.07.024,Zv86ziEGNVf-HUxU
https://doi.org/10.1038/nature13954,ebfz_vNuzfdSpICG
https://doi.org/10.1038/nrc3239,QjZEIfVsQXIn37W2
https://doi.org/10.1038/s41586-018-0392-8,lZFpcTAWysIKbNrS
https://doi.org/10.1056/NEJMoa1200690,iEjj5E1cuRNMJz2S
https://doi.org/10.1056/NEJMoa1412082,TFReBgC8IzcObexJ
https://doi.org/10.1056/NEJMoa1503093,6-72bt1bBfzr6yRV
https://doi.org/10.1056/NEJMoa1504030,k2rJMFhK8ZYGVOq3
https://doi.org/10.1056/NEJMoa1910836,y-FIeEC2CCIwb6j5
https://doi.org/10.1056/NEJMoa2109970,KTS0eYyshI-XwGYu
https://doi.org/10.1056/NEJMoa2407417,BTCnCrGSpvnMK2Cd
https://doi.org/10.1056/nejmoa1200690,BbsCpYn01scweeQE
https://doi.org/10.1056/nejmoa1604958,sMpRMrIF4hYG6R0c
https://doi.org/10.1126/scitranslmed.3003689,3Pv07ZYKlTEs5xBm
https://doi.org/10.1136/jitc-2024-011224,vF3MtDZ1QHTGX_Fp
https://doi.org/10.1146/annurev.immunol.26.021607.090331,N_plTT9MylVVAC_O
https://doi.org/10.1158/1078-0432.CCR-13-0143,2CMXk1d4QNEBaz8G
https://doi.org/10.3389/fimmu.2025.1616872,esNDoGgkTnZGmn0C
