id,claim,citation,question,claim_answer,paper_answer,answer_note
1,OLIG2 is a basic helix–loop–helix transcription factor.,,Is OLIG2 a basic helix-loop-helix transcription factor?,Yes,,
2,OLIG2 expression marks ventral spinal cord progenitors that generate the oligodendrocyte lineage.,,Does OLIG2 expression mark ventral spinal cord progenitors that generate the oligodendrocyte lineage?,Yes,,
3,"In mouse spinal cord, Olig2 disruption eliminates oligodendrocyte specification/differentiation from ventral spinal cord progenitors that generate the oligodendrocyte lineage.","(Lu et al., 2002);(Takebayashi et al., 2002)",Does Olig2 disruption in mouse spinal cord eliminate oligodendrocyte specification from ventral progenitors?,Yes,Yes,
4,Olig1/Olig2 double-mutant mice show abolished oligodendrocyte differentiation.,"(Zhou & Anderson, 2002)",Do Olig1/Olig2 double-mutant mice show abolished oligodendrocyte differentiation?,Yes,Yes,
5,Lineage-tracing evidence in Olig1/Olig2 double-mutant mice indicates that the affected pMN progenitors instead produce other neural cell types.,"(Zhou & Anderson, 2002)",Do lineage-tracing studies in Olig1/Olig2 double-mutant mice show affected pMN progenitors produce other neural cell types?,Yes,Yes,
6,"In zebrafish, olig2 function is required for oligodendrocyte development.","(Park et al., 2002)",Is olig2 function required for oligodendrocyte development in zebrafish?,Yes,Yes,
7,"In the chick spinal cord, coexpression of Olig2 with Nkx2.2 promotes ectopic and precocious oligodendrocyte differentiation.","(Zhou et al., 2001)","Does coexpression of Olig2 with Nkx2.2 in chick spinal cord promote ectopic, precocious oligodendrocyte differentiation?",Yes,Yes,
8,"In mouse neural stem cell differentiation assays, induced Olig2 expression is sufficient to bias fate toward oligodendrocyte specification.","(Du et al., 2006)",Is induced Olig2 expression sufficient to bias mouse neural stem cell differentiation toward oligodendrocyte specification?,Yes,Yes,
9,In vivo inducible overexpression of Olig2 in Sox10+ oligodendroglial cells increases differentiated oligodendrocytes.,"(Wegener et al., 2015)",Does in vivo inducible Olig2 overexpression in Sox10+ oligodendroglial cells increase differentiated oligodendrocytes?,Yes,Yes,
10,In vivo inducible overexpression of Olig2 in Sox10+ oligodendroglial cells accelerates developmental myelination.,"(Wegener et al., 2015)",Does in vivo inducible Olig2 overexpression in Sox10+ oligodendroglial cells accelerate developmental myelination?,Yes,Yes,
11,In vivo inducible overexpression of Olig2 in Sox10+ oligodendroglial cells enhances remyelination after focal demyelination.,"(Wegener et al., 2015)",Does in vivo inducible Olig2 overexpression in Sox10+ oligodendroglial cells enhance remyelination after focal demyelination?,Yes,Yes,
