id,claim,citation,question,claim_answer,paper_answer,answer_note
1,NOTCH1 has been most directly implicated as an oncogenic driver in T-cell acute lymphoblastic leukemia (T-ALL).,"(Weng et al., 2004)",Was NOTCH1 most directly implicated as an oncogenic driver in T-cell acute lymphoblastic leukemia (T-ALL)?,Yes,Yes,
2,Activating NOTCH1 mutations were reported in >50% of primary human T-ALL cases.,"(Weng et al., 2004)",Were activating NOTCH1 mutations reported in more than 50% of primary human T-ALL cases?,Yes,Yes,
3,The activating NOTCH1 mutations in primary human T-ALL cases involved the heterodimerization and/or PEST domains.,"(Weng et al., 2004)",Did the activating NOTCH1 mutations in primary human T-ALL involve the heterodimerization or PEST domain?,Yes,Yes,
4,The activating NOTCH1 mutations reported in primary human T-ALL cases were consistent with gain-of-function NOTCH1 signaling.,"(Weng et al., 2004)",Were the activating NOTCH1 mutations in primary human T-ALL consistent with gain-of-function NOTCH1 signaling?,Yes,Yes,
5,"In chronic lymphocytic leukemia (CLL), constitutively activated Notch signaling was reported to support primary B-CLL cell survival.","(Rosati et al., 2009)","In CLL, was constitutively activated Notch signaling reported to support primary B-CLL cell survival?",Yes,Yes,
6,"In chronic lymphocytic leukemia (CLL), constitutively activated Notch signaling was reported to support apoptosis resistance of primary B-CLL cells.","(Rosati et al., 2009)","In CLL, was constitutively activated Notch signaling reported to support apoptosis resistance of primary B-CLL cells?",Yes,Yes,
7,Pharmacologic γ-secretase inhibition reduced Notch pathway activity in primary B-CLL cells.,"(Rosati et al., 2009)",Did pharmacologic gamma-secretase inhibition reduce Notch pathway activity in primary B-CLL cells?,Yes,Yes,
8,Pharmacologic γ-secretase inhibition increased spontaneous apoptosis in primary B-CLL cells.,"(Rosati et al., 2009)",Did pharmacologic gamma-secretase inhibition increase spontaneous apoptosis in primary B-CLL cells?,Yes,Yes,
9,Pharmacologic γ-secretase inhibition in primary B-CLL cells was accompanied by decreased NF-κB activity.,"(Rosati et al., 2009)",Was pharmacologic gamma-secretase inhibition in primary B-CLL cells accompanied by decreased NF-κB activity?,Yes,Yes,
10,Pharmacologic γ-secretase inhibition in primary B-CLL cells was accompanied by reduced expression of anti-apoptotic proteins.,"(Rosati et al., 2009)",Was pharmacologic gamma-secretase inhibition in primary B-CLL cells accompanied by reduced expression of anti-apoptotic proteins?,Yes,Yes,
11,NOTCH1 mutations were reported as an independent adverse prognostic factor in large CLL cohorts.,"(Rossi et al., 2011)",Were NOTCH1 mutations reported as an independent adverse prognostic factor in large CLL cohorts?,Yes,Yes,
12,NOTCH1 mutations were reported to be associated with shorter overall survival in large CLL cohorts.,"(Rossi et al., 2011)",Were NOTCH1 mutations reported to be associated with shorter overall survival in large CLL cohorts?,Yes,Yes,
13,NOTCH1 mutations were reported to be associated with higher risk of Richter transformation in large CLL cohorts.,"(Rossi et al., 2011)",Were NOTCH1 mutations reported to be associated with higher risk of Richter transformation in large CLL cohorts?,Yes,Yes,
14,"In acute myeloid leukemia (AML), Notch receptors (including Notch1) were reported to be expressed.","(Kannan et al., 2013)","Were Notch receptors, including Notch1, reported to be expressed in acute myeloid leukemia (AML)?",Yes,Yes,
15,"In acute myeloid leukemia (AML), Notch pathway activation and Notch target gene expression were reported to be low.","(Kannan et al., 2013)",Was Notch pathway activation and Notch target gene expression reported to be low in AML?,Yes,Yes,
16,"Experimentally enforced Notch pathway activation (for example, activated Notch1 or HES1) induced growth arrest in AML models.","(Kannan et al., 2013)","Did experimentally enforced Notch activation (for example, activated Notch1 or HES1) induce growth arrest in AML models?",Yes,Yes,
17,"Experimentally enforced Notch pathway activation (for example, activated Notch1 or HES1) induced caspase-dependent apoptosis in AML models.","(Kannan et al., 2013)","Did experimentally enforced Notch activation (for example, activated Notch1 or HES1) induce caspase-dependent apoptosis in AML models?",Yes,Yes,
18,Experimentally enforced Notch pathway activation inhibited AML growth in vivo.,"(Kannan et al., 2013)",Did experimentally enforced Notch pathway activation inhibit AML growth in vivo?,Yes,Yes,
19,"In chronic myeloid leukemia (CML) models, activated Notch1 was reported to inhibit proliferation in the K562 CML cell line.","(Yin et al., 2009)","In CML models, was activated Notch1 reported to inhibit proliferation in the K562 CML cell line?",Yes,Yes,
20,"In chronic myeloid leukemia (CML) models, activated Notch1 was reported to inhibit colony formation in the K562 CML cell line.","(Yin et al., 2009)","In CML models, was activated Notch1 reported to inhibit colony formation in the K562 cell line?",Yes,Yes,
21,CCN3 was reported to regulate NOTCH1 signaling in chronic myeloid leukemia (CML).,"(Suresh et al., 2013)",Was CCN3 reported to regulate NOTCH1 signaling in chronic myeloid leukemia (CML)?,Yes,Yes,
22,There was evidence consistent with BCR-ABL–associated disruption of NOTCH1–CCN3 signaling in chronic myeloid leukemia (CML).,"(Suresh et al., 2013)",Was there evidence consistent with BCR-ABL-associated disruption of NOTCH1-CCN3 signaling in CML?,Yes,Yes,
23,Direct NOTCH1-specific functional evidence in B-lineage acute lymphoblastic leukemia (B-lineage ALL) beyond T-ALL was not identified in the sources reviewed here.,,Was direct NOTCH1-specific functional evidence in B-lineage ALL beyond T-ALL not identified in the reviewed sources?,Yes,,
24,No B-ALL-specific NOTCH1 functional claims are made in the reviewed sources.,,Were no B-ALL-specific NOTCH1 functional claims made in the reviewed sources?,Yes,,
