id,claim,citation,question,claim_answer,paper_answer,answer_note
1,"The functional relationship between APOE4 and Alzheimer’s disease (AD) is characterized by a multifactorial ""hit"" model involving protein aggregation.",,Does the functional relationship between APOE4 and Alzheimer's disease involve a multifactorial 'hit' model with protein aggregation?,Yes,,
2,"The functional relationship between APOE4 and Alzheimer’s disease (AD) is characterized by a multifactorial ""hit"" model involving neurovascular dysfunction.",,Does the functional relationship between APOE4 and Alzheimer's disease involve a multifactorial 'hit' model with neurovascular dysfunction?,Yes,,
3,"The functional relationship between APOE4 and Alzheimer’s disease (AD) is characterized by a multifactorial ""hit"" model involving metabolic failure.",,Does the functional relationship between APOE4 and Alzheimer's disease involve a multifactorial 'hit' model with metabolic failure?,Yes,,
4,"The ε4 allele is the most significant genetic risk factor for late-onset AD (Williams et al., 2026).","(Williams et al., 2026)",Is the ε4 allele the most significant genetic risk factor for late-onset Alzheimer's disease?,Yes,,
5,"Recent comprehensive modeling indicates that APOE variants contribute to the development of the vast majority of all cases (Williams et al., 2026).","(Williams et al., 2026)",Do recent comprehensive models indicate APOE variants contribute to the vast majority of Alzheimer's cases?,Yes,,
6,"The APOE4 protein isoform impairs the proteolytic clearance of amyloid-beta (Aβ) (Castellano et al., 2011).","(Castellano et al., 2011)",Does the APOE4 isoform impair proteolytic clearance of amyloid-beta?,Yes,,
7,"The APOE4 protein isoform directly promotes amyloid-beta (Aβ) fibrillar aggregation into neurotoxic plaques (Castellano et al., 2011).","(Castellano et al., 2011)",Does the APOE4 isoform directly promote amyloid-beta fibrillar aggregation into neurotoxic plaques?,Yes,,
8,"APOE4 exacerbates tau-mediated neurodegeneration by driving microglia into a chronic pro-inflammatory state (Shi et al., 2017);(Shvetcov et al., 2025).","(Shi et al., 2017);(Shvetcov et al., 2025)",Does APOE4 exacerbate tau-mediated neurodegeneration by driving microglia into a chronic pro-inflammatory state?,Yes,Yes,
9,"APOE4 induces a systemic proteomic signature that correlates with neuroinflammation across the brain (Shi et al., 2017);(Shvetcov et al., 2025).","(Shi et al., 2017);(Shvetcov et al., 2025)",Does APOE4 induce a systemic proteomic signature that correlates with neuroinflammation across the brain?,Yes,Yes,
10,"APOE4 triggers a pro-inflammatory cyclophilin A–matrix metalloproteinase-9 pathway in pericytes (Bell et al., 2012).","(Bell et al., 2012)",Does APOE4 trigger a pro-inflammatory cyclophilin A–matrix metalloproteinase-9 pathway in pericytes?,Yes,Yes,
11,"The pro-inflammatory cyclophilin A–matrix metalloproteinase-9 pathway in pericytes leads to blood-brain barrier breakdown (Bell et al., 2012).","(Bell et al., 2012)",Does the pro-inflammatory cyclophilin A–matrix metalloproteinase-9 pathway in pericytes lead to blood-brain barrier breakdown?,Yes,Yes,
12,"APOE4 disrupts glial lipid homeostasis (Sienski et al., 2021);(Greda et al., 2025).","(Sienski et al., 2021);(Greda et al., 2025)",Does APOE4 disrupt glial lipid homeostasis?,Yes,Yes,
13,"APOE4 blocks neuronal receptors required for lipid uptake (Sienski et al., 2021);(Greda et al., 2025).","(Sienski et al., 2021);(Greda et al., 2025)",Does APOE4 block neuronal receptors required for lipid uptake?,Yes,Idk,Passage doesn't state APOE4 blocks neuronal lipid-uptake receptors.
14,"APOE4 prevents neurons from utilizing fatty acids as an alternative energy source during age-related glucose scarcity (Sienski et al., 2021);(Greda et al., 2025).","(Sienski et al., 2021);(Greda et al., 2025)",Does APOE4 prevent neurons from using fatty acids as alternative energy during age-related glucose scarcity?,Yes,Idk,No information about APOE4 preventing neuronal fatty-acid use during glucose scarcity.
15,"Currently, no direct evidence exists to definitively classify APOE4 as exclusively a ""gain-of-toxic-function"" variant (Shvetcov et al., 2025).","(Shvetcov et al., 2025)",Is there currently no direct evidence to definitively classify APOE4 exclusively as a 'gain-of-toxic-function' variant?,Yes,Idk,Passage does not discuss 'gain-of-toxic-function' evidence explicitly.
16,"Currently, no direct evidence exists to definitively classify APOE4 as exclusively a ""loss-of-physiological-function"" variant (Shvetcov et al., 2025).","(Shvetcov et al., 2025)",Is there currently no direct evidence to definitively classify APOE4 exclusively as a 'loss-of-physiological-function' variant?,Yes,Idk,Passage does not discuss 'loss-of-physiological-function' evidence.
17,"APOE4 appears to operate through a synergy of both ""gain-of-toxic-function"" and ""loss-of-physiological-function"" mechanisms (Shvetcov et al., 2025).","(Shvetcov et al., 2025)",Does APOE4 appear to operate through a synergy of both 'gain-of-toxic-function' and 'loss-of-physiological-function' mechanisms?,Yes,Idk,Passage does not state APOE ε4 uses both mechanisms.
